site_code,latitude,longitude,status
5BMBP,27.513621,74.277536,
T77OG,35.251849,77.054824,
FVM5A,35.095419,73.566917,
8N347,35.992341,60.586894,
2N722,31.000854,71.981231,
P6M0P,35.810043,74.258665,
F7DQ6,30.964225,63.042579,
POUI1,26.422984,72.485103,
69ZYR,31.588754,66.314441,
T68YF,35.432844,73.662604,
YV24A,26.978949,66.221488,
SEW1M,28.518006,66.366476,
KA95Z,28.271963,65.737815,
MRAGN,34.888522,71.770831,
HS2WQ,28.590277,70.845976,
44TJT,35.346839,66.297889,
SQ9R0,25.862056,62.056035,
2FQ34,30.040344,69.276028,
DMEIU,30.117858,72.531006,
4ZEJE,27.725386,68.461927,
3LB1H,30.261622,70.40743,
PJF3C,24.733251,66.822138,
W5IKX,33.993747,62.599068,
5D2PT,27.598933,66.669709,
0RJ4A,32.115225,74.76107,
8W2V8,28.947482,60.529486,
YZIMQ,23.820669,76.574956,
EUIBK,32.507175,76.091569,
QQHLG,32.476104,68.749604,
ANB82,33.652525,69.026031,
XBX1V,26.997382,67.686441,
5GJGM,33.461422,75.922217,
39YI9,34.868478,65.948564,
KYPDI,33.050832,72.343015,
QHDIB,32.043102,67.816087,
EW774,32.169156,70.98058,
9NU36,29.622237,76.07854,
RDXW2,24.330668,62.609307,
2Q02U,24.32893,77.378546,
DAWN2,36.66817,75.281385,
XHXL2,28.750364,67.985789,
0NAPU,25.037718,61.306337,
9VXE9,35.59088,66.083369,
S6Z6U,31.082747,66.784079,
VSEMN,34.212369,73.811893,
WTABV,36.899825,64.986975,
JC3XS,33.552189,70.5336,
LL8FD,32.990549,76.849566,
CCVSO,25.874763,71.527867,
UR208,28.528837,73.08371,
D48TB,32.976664,68.046534,
SGFD8,27.696006,64.161184,
MH5NC,29.099964,74.606568,
PQZYB,34.498771,60.823203,
H6RM3,30.337583,70.673416,
8KQ2D,23.752859,72.285087,
AJF20,32.595479,64.468167,
P9R1B,35.330852,68.537387,
ULPVQ,30.430501,71.669569,
31LNN,32.093701,68.285314,
M7EFK,28.159671,65.748852,
2EPDC,33.147445,67.573645,
UW8K0,33.77731,61.8267,
Y9JYH,32.771246,70.099754,
48Z0G,27.178956,72.251658,
W9IJJ,27.858808,62.665719,
OQ1IQ,24.861868,61.875125,
9I4K2,27.303534,74.647248,
5RID1,34.088138,67.93309,
XD9OQ,31.861754,65.305451,
16XUR,32.591342,71.95721,
43UGA,24.942629,72.28471,
71KEK,30.998942,69.511108,
EHSUP,31.934733,75.983206,
SH1W8,24.484366,76.404322,
IA8WU,29.732276,64.989224,
5H2LT,34.802917,72.463818,
OK9UJ,31.116874,62.302591,
AF8BT,35.003812,74.987278,
8TS38,34.872246,64.233843,
EMO9M,32.745471,74.491582,
LQDP2,36.10271,67.101554,
SMNNV,31.152545,68.250764,
255W6,34.440656,68.150331,
J8G53,27.083853,71.967326,
D3BTA,25.805956,64.614277,
HY710,31.289478,64.257922,
EI7GA,25.50512,75.365709,
428SM,30.369817,68.43378,
27Z3T,28.279893,72.864697,
VFM5J,26.214841,75.72512,
4P68S,30.431641,76.935921,
8V0HU,36.642005,65.900158,
PV5EP,23.88615,75.521157,
ZTRLB,31.482639,76.730674,
2SNSF,32.139123,69.457266,
7Z39M,27.423419,75.892538,
Q16HH,29.730009,61.059473,
A7TJ4,36.154011,61.066655,
PM6MX,23.894129,69.772015,
DB33K,36.595375,77.353089,
H78L6,30.752456,65.50755,
BEZFC,23.970548,72.250858,
IZDUK,29.321692,62.281268,
0TPGM,32.222192,69.508239,
UZJ0L,33.837233,63.125633,
YOCBW,30.036715,65.082187,
98VI1,28.158969,74.470569,
FCW5H,24.336304,65.601233,
GUHPM,28.083295,65.821962,
QIJ7N,30.083377,76.215706,
Z7OCI,29.904712,71.469926,
RVKZP,32.661791,62.488798,
KUJDH,31.243553,72.814379,
93ONK,35.805147,66.540062,
UF2QQ,24.824043,71.856055,
PVKY8,25.758547,69.25756,
USUH0,24.528913,63.453655,
8UGJD,36.965607,68.412805,
9X3YR,34.775759,69.880729,
LNJJH,33.728206,68.02795,
YGQO6,26.914135,67.749499,
E311M,32.345878,73.86787,
DGFX4,25.888426,67.281357,
LL23K,33.426024,71.554758,
HCIL0,29.450818,60.92674,
7QORA,32.565891,60.979482,
E8WM7,25.10326,74.80187,
0PNG1,35.70491,72.773944,
SMASA,36.726019,70.997421,
YHH15,29.730947,61.648186,
0NQOG,30.866724,74.07311,
SE325,30.227609,66.976357,
DZI1A,32.043412,68.771157,
TUM0N,27.5231,72.428146,
NS0SQ,31.519531,71.80077,
DQOUB,23.744242,73.033237,
B5OKN,32.002579,61.229493,
WRHK8,24.702313,76.747651,
GC301,31.583985,62.3206,
P5WL5,31.521961,67.074657,
9HGCV,32.658855,61.342962,
BA78C,35.612301,71.745377,
Y6Y05,33.797749,61.176731,
EESJB,31.346113,70.051598,
K19QN,26.40821,63.636975,
ZGV8L,28.207822,68.666249,
PDM1Q,31.546692,71.0223,
0NMJL,30.73136,63.716712,
HL9U5,32.88892,68.521409,
TG4Q7,32.553565,63.440156,
37DYR,27.462351,66.364958,
5CTVU,34.333355,62.327951,
5DU1H,26.229994,66.613387,
7135T,34.030569,71.531483,
U87G0,25.885536,60.903307,
9X7ZZ,31.120018,63.768455,
7PBVM,34.781964,74.064245,
FJ2EE,30.088601,62.225179,
Y5LTF,26.464279,76.084347,
SK8S4,26.289641,68.561629,
Q2QSL,32.245802,71.905254,
LOYWB,34.135411,60.662983,
C2A70,24.131178,65.73685,
MY2OV,27.921832,71.934706,
IE2AI,28.198157,70.501313,
2KO6B,30.373674,61.193039,
8PQX9,30.372237,62.433706,
PKDD8,28.294478,61.775171,
GRN7I,30.688043,69.382752,
8WZ97,25.336224,67.095945,
H1H1G,30.420147,70.420219,
P3CD3,33.846141,75.611198,
NEAQ6,36.851245,67.153059,
A8E64,32.422497,62.237325,
9HSJH,28.569136,61.198348,
16TSD,26.959686,64.818496,
52ZK7,36.287512,77.223818,
EWCUK,24.429362,62.216158,
I98FG,35.825406,62.517062,
MX4NM,35.914474,69.0495,
BM5EO,32.938059,65.505232,
SNIQ2,31.584374,67.682657,
8Z5MC,23.55852,63.806916,
LNL2R,26.368618,61.91839,
M7KGJ,26.349289,64.42354,
7D7YO,34.030806,76.304801,
6IPRJ,27.053575,76.387393,
BCCZP,24.794756,70.50459,
7ARWB,36.607429,73.367659,
M3OQ3,34.751263,63.304632,
P0T90,24.463854,68.642677,
KIBVZ,36.583566,66.011065,
89X5V,34.338311,72.875711,
252E2,32.842269,63.685638,
WNQ50,35.762143,74.33138,
QLY7C,25.241899,76.249002,
K28JX,34.42751,68.973419,
WC3YJ,30.016943,62.733182,
LGXOT,28.975743,77.237825,
CEYUJ,28.912024,66.973213,
4QNMV,31.908611,63.13248,
5CJR1,34.792163,63.834068,
AL3DT,24.335083,71.382376,
2T0Y8,36.538972,64.133121,
J9T5E,30.508911,71.743277,
D2EMR,23.817424,68.311618,
UWURW,25.985075,67.171628,
B45WH,31.081678,67.466417,
7S8CI,25.668943,61.129471,
8OVVW,32.786588,75.916064,
3IGT9,30.335436,67.928406,
GXDOJ,24.244124,73.990078,
ZYAZZ,33.60623,65.460206,
HEQ4G,32.408442,68.246818,
K249O,28.567853,62.516341,
2VF61,23.640883,72.565362,
TW86H,35.01445,76.107336,
X6210,36.600231,63.137295,
LN4K8,34.595314,64.299822,
48OB0,29.089808,67.922928,
CMHYP,33.83035,74.691881,
SP64W,28.510954,71.273164,
D6TT3,34.837413,76.764524,
VZOPB,23.570557,68.824815,
O1VBQ,32.842792,67.970257,
U071U,30.712648,70.441748,
8BWU9,33.454388,69.489932,
C0UKS,31.666828,70.75265,
N8SW5,33.859794,63.565042,
DKWHR,32.068807,61.251558,
128UD,36.142251,65.238445,
RO26Q,30.079037,60.503427,
J8OB6,32.366182,67.195256,
SQ2CY,35.642022,65.2062,
9OQS8,28.290167,64.291696,
XZLL9,26.117988,62.559478,
E25W4,26.629864,75.468817,
QM91W,23.919552,73.296493,
VE8YF,32.453423,70.101482,
2U5ZR,28.766272,71.81249,
RKFDO,36.788452,74.356385,
DN7IM,35.833096,60.863153,
AUZYI,27.25353,75.617832,
0FOEY,23.653909,69.603234,
X8XJI,33.710059,62.643143,
EMRS1,24.71749,76.282332,
TOKLC,30.166092,71.096592,
RW73C,27.248922,68.862164,
I8QNY,30.491631,73.814456,
J0DUF,36.525082,68.42287,
OCM5K,35.286011,75.083401,
RFUWV,32.624678,64.577434,
QPW28,32.341193,62.511609,
5OBG4,23.629309,62.794318,
QV3S8,24.608398,71.949478,
XFXEX,29.444849,64.984509,
S4APQ,30.364093,76.121432,
UQLFZ,28.072805,70.906251,
NY83P,36.512689,63.122137,
0WLAQ,36.369611,66.4281,
4UP5R,29.007401,62.882755,
GTH0U,25.269171,66.122346,
9LPTB,31.901717,66.999051,
0KOYE,25.083968,63.680066,
BJB3Z,36.364972,70.351149,
N012J,34.819764,61.994344,
CB4F6,29.256697,63.976081,
F2SJ0,29.842165,74.772751,
XMUR9,32.860747,68.242563,
S9KUK,24.684663,66.95703,
O7QGN,24.007552,65.882395,
D4SPS,36.943561,60.997895,
UO2NS,25.780562,71.141683,
02GZL,32.42635,72.364647,
0FZCL,35.507985,64.148694,
NSV0X,33.867771,77.316845,
8BVEG,26.015754,63.733687,
48MY3,33.594126,65.538323,
IWDBZ,32.947727,76.143176,
RZIDG,36.114783,72.547707,
UHF9H,25.788754,72.24847,
GVYOK,35.340836,62.110458,
S6EZ0,29.908991,61.808563,
JLIU5,31.918264,74.286453,
AVGZZ,28.729814,70.820754,
YLAKT,30.523932,74.900886,
A64FP,34.377359,64.430553,
R70AM,36.521537,71.189923,
5L7R8,27.920215,65.924413,
7BUYK,28.390058,71.280483,
M5U37,30.534533,77.253993,
T289B,30.452819,70.162245,
N8INV,32.668199,67.414406,
IHUYU,34.180425,64.820942,
C5R1L,27.380331,66.600981,
F54GN,36.70083,73.415696,
ZGB9A,33.707369,63.268371,
VKIZE,30.631783,74.238145,
QB7JG,25.002799,70.663015,
NBUXA,25.135436,62.553078,
58WTY,23.83554,66.854232,
CTE3F,25.443221,75.313886,
X1C60,33.840183,65.940432,
G0CR3,35.217782,76.306195,
BI7Q9,24.727105,69.239425,
QZ39O,29.585959,72.382966,
S3N68,35.108312,68.201025,
QFJN3,34.20638,68.463452,
IU7YR,35.122416,60.818779,
K18HK,30.879204,75.47609,
0WOKL,28.1722,74.549007,
BP18D,24.609113,62.521907,
LYXX0,30.712946,70.267246,
V22LU,32.77727,76.426119,
2LRDT,33.772628,76.843029,
SRJPD,23.811252,74.059679,
W3SCK,34.491279,76.712635,
9HJ3E,28.343449,66.54164,
E3BGN,23.83971,68.442185,
YBZFL,33.270954,61.226991,
DT3O6,27.420131,62.287086,
DKMC8,31.703574,71.568334,
JY6OJ,35.057136,61.440273,
C8RTE,33.481999,71.817356,
8V0BT,36.970075,61.935027,
T41L1,28.132321,73.900532,
XHJ2F,36.672996,77.098563,
35UWD,27.212569,63.61934,
Y196I,36.011182,60.748495,
CV1DY,34.397769,70.122385,
OM6FC,27.855784,61.722149,
4S07Z,36.615132,74.383971,
OQNVR,24.164444,73.247604,
Z6IV3,28.013291,65.433115,
F9XLZ,32.391997,67.231427,
TUCJE,28.458212,74.494235,
XR5DX,30.266066,61.772032,
RYNZY,36.645449,63.366448,
LX4PX,29.549402,70.977542,
MPS2E,24.68495,61.500256,
P16IA,33.0472,73.504599,
K4JJD,26.739186,66.442325,
0NPEH,32.061475,68.996353,
80UQI,33.19114,63.100372,
X1Z9L,33.152147,71.953221,
T6U8E,26.387254,67.539613,
UOPZ6,34.812356,71.151794,
Z49MV,29.083677,74.739553,
0ARYT,31.95704,67.603343,
I1LAB,30.843256,64.440776,
2M4C6,26.53887,74.973875,
7F1H3,27.117365,62.15868,
07CNW,35.667357,74.741758,
ZTI9F,26.767604,75.042335,
AUW1X,32.068753,60.605793,
4YGZ6,30.511482,67.772392,
3HNNY,28.620875,75.784193,
WRKAT,28.029495,69.270366,
ZXO46,24.554876,71.362604,
IE7TZ,25.908507,73.349395,
NHVZ7,34.915814,76.004115,
CF8G0,27.192633,67.613965,
V83XZ,32.715572,67.209284,
EYJTP,32.337197,63.264367,
H6PQM,30.375413,66.531744,
NDETK,29.523258,73.612843,
LEJSX,33.459743,74.226573,
RGNLY,31.145123,76.5468,
EN1WY,28.897777,72.396108,
H00A7,23.604443,61.516002,
HSKSG,33.371559,74.556946,
5JZJ8,34.198369,61.315649,
LVKC7,31.901649,69.758769,
UN0OJ,28.430649,69.561311,
P65HY,25.256693,65.255649,
PI21E,33.293784,66.738116,
3YFDS,28.231359,67.761926,
2NP80,26.500792,71.54554,
27MMH,28.93492,69.539031,
Y6MW6,26.217245,66.556133,
MYCCM,26.595193,76.158963,
D1G0S,30.615381,69.815223,
1KEQ5,35.608885,76.705798,
T37BF,28.402441,71.182869,
5BR6E,30.031838,70.254871,
5ZDNG,31.814005,71.392889,
6Y9YM,24.81786,63.342633,
YJMKF,31.434436,60.574558,
ADIJQ,27.509804,73.626004,
V3ME9,26.287706,77.19755,
FK4KG,29.271145,76.840872,
M8THZ,31.308673,65.065655,
1I46Z,33.234787,75.712063,
9XBV6,29.431995,64.291167,
881L5,29.001771,66.599066,
BO346,32.884744,76.023156,
SQ754,33.925917,68.528446,
XI94A,26.916055,68.866979,
6PSOQ,31.021737,72.424327,
ZNSR1,27.410313,62.16615,
1BHBL,26.535811,68.946945,
MEOHX,23.989616,71.336783,
MEZX0,24.652412,77.371591,
0OVZ8,30.421819,73.325503,
60RXN,32.784889,68.74488,
TDWKB,28.972211,75.14707,
ACLIT,30.398157,68.236577,
G0B66,26.967878,70.147885,
KX8M8,26.723324,66.282931,
R8KPA,24.267463,74.549513,
MWZN1,26.815989,70.458283,
7T6IS,23.819522,73.006932,
INP0I,33.193061,72.220924,
0O9GE,36.835086,70.369185,
6QQ0G,29.859094,62.734538,
6OEWR,30.091735,72.388168,
Y7G4L,26.07816,68.631877,
2IDT1,27.074331,67.733128,
P6HSN,35.338115,67.091862,
UPVJI,24.778188,73.075152,
I3861,34.210718,74.205801,
R7JDG,36.418025,73.798318,
QGSAI,24.456072,74.252976,
6FQOM,32.01328,76.237206,
RGPK3,35.474905,60.837742,
BT7FQ,32.910006,61.642272,
P8UUI,30.019081,73.176109,
OC9VL,25.700037,67.564498,
VY6SQ,31.035323,67.34225,
K1EKI,26.10036,69.437111,
Y8KJJ,36.13222,69.295707,
ZPOHP,33.994347,65.444412,
79CI5,33.880816,69.882377,
8AXPU,28.509229,65.73243,
V8Z63,33.988002,76.219221,
PT6GA,24.725429,69.759949,
S36FA,34.360661,77.229446,
R8PS0,36.368188,61.594385,
ZMXXI,34.034768,71.347492,
DTK6N,28.322907,75.847238,
DXZ1J,34.054587,65.412466,
XFQ0C,26.684169,76.044426,
GAIUN,32.303075,64.535162,
HI910,29.363489,69.065853,
8Y8JR,28.816313,68.424797,
UE0N8,24.931653,62.116936,
Q0OPJ,31.668512,68.585878,
8KKP4,24.830124,69.062056,
WOHX7,34.029471,74.032409,
2L3MH,36.458178,66.463633,
0T4B8,32.876405,71.868966,
P6XNS,29.410411,65.717706,
YWTWH,32.845259,61.861785,
71PF9,27.940627,68.964346,
WWQP4,24.44941,60.795007,
2G5C5,30.426775,72.670545,
PEZES,34.361135,70.607565,
M86ZG,34.522959,65.993179,
L0LVV,34.091184,61.009934,
3KTFO,28.001032,71.503662,
SA32F,31.734979,75.786887,
3B00Q,25.125693,70.551843,
ZBM4O,31.04581,76.407545,
6V8XB,28.544105,70.478396,
MO0XK,28.92295,72.982535,
NE327,24.79349,67.234287,
I6DPR,33.26878,68.499283,
BLO01,27.787642,74.606529,
5EBPE,24.554895,76.310201,
JZGTQ,27.902059,73.721882,
TFQU6,28.49346,68.453408,
U0WCB,23.650758,70.02193,
KT2T2,33.713034,73.542371,
0UI8L,29.273398,74.915132,
TOJND,31.102198,66.153758,
BPL0B,35.921072,66.97147,
LWCHB,31.480508,61.547492,
4KK9V,36.993101,75.381854,
CEJET,35.611726,63.105934,
R646Z,30.88737,74.212701,
2Y17A,32.850621,67.906283,
NRNS4,28.551043,69.974158,
I7NDW,32.101421,68.1477,
4QUWY,25.056864,68.80486,
1F239,33.716236,70.548901,
O8UDW,31.992604,74.664113,
22GRM,26.433781,62.582917,
PGWM9,27.054884,76.248737,
P7BWV,25.465921,62.612223,
QEYUF,30.462751,68.098852,
GQIIC,35.766688,62.439182,
JS06Q,31.888043,73.755269,
8AFNR,30.222988,69.024644,
QGDFH,35.430101,71.049235,
HM7Z5,23.715285,67.349729,
7XYPC,31.262024,73.522539,
PQPXT,34.702724,67.420282,
8W0LX,29.510225,72.402732,
7U8EK,30.31867,68.779126,
HI82Y,32.473563,62.392987,
WBKJV,28.82279,71.077778,
1S9MN,33.190686,73.254416,
Y5STF,27.451647,76.358822,
LA8EQ,31.752586,71.760398,
DD71W,26.567649,64.40855,
2AFZK,33.923193,76.300701,
3IUTE,29.293791,74.708189,
RHUYE,32.58663,67.162565,
1OXY0,23.611685,76.742584,
C4HX3,32.727805,74.701616,
8IIF8,24.514325,62.986508,
IIK7V,24.905293,63.61274,
750A9,23.76765,75.25497,
R7AAG,24.424709,66.149248,
4VS5X,34.824713,68.400814,
D2N8V,30.065681,62.720084,
YAKV2,35.104228,64.448348,
6SICO,24.247801,69.642534,
ZXCDO,33.799469,67.052833,
MUNA0,27.527112,72.33424,
NCRRB,27.086766,71.866715,
H37I7,36.599382,71.564626,
5U7C3,33.539108,60.84994,
3V4A8,35.294868,75.662571,
0V2I5,36.704412,62.02268,
7WJ4P,34.015759,61.163761,
2IWVU,35.202634,69.332914,
X97VS,31.649086,61.262395,
DA6TO,30.834103,68.565926,
LC29T,28.869251,61.259191,
PBYT6,30.727018,72.315452,
XJWBN,29.924818,69.782682,
TQ1BX,28.269302,76.636036,
CGEUF,26.295353,61.075251,
Z2KU5,32.72178,73.428983,
OQTYD,28.923235,75.88941,
EYERC,27.646074,75.973398,
YDUNK,30.638072,70.953788,
NE12O,25.803219,71.589155,
9CRJT,30.581065,61.904367,
FY9AT,36.191954,71.855965,
MQKWK,35.496602,67.228535,
NOFZ6,35.266985,60.809483,
R08SC,28.020972,75.045605,
FIYXE,33.881976,73.184889,
16QNB,35.1131,64.678111,
MP4T1,32.403599,63.233865,
1VKK9,27.347998,62.221079,
C4E57,26.25067,65.422325,
WVOI4,31.659014,72.676361,
ZG5F9,27.579474,66.057651,
E4I1N,24.746331,65.963728,
BCJP5,34.296468,67.478947,
0TSLE,32.142252,61.12102,
LLMVX,26.352175,76.736352,
7EDY4,31.353192,74.171715,
14YOV,34.496443,74.752935,
T80CB,27.461036,67.317948,
JWA7M,26.567405,66.741092,
1TRSF,29.940583,66.700484,
YSHS0,30.300649,75.811709,
9TJ6J,23.921835,77.206595,
9IIUN,31.177516,69.34153,
DKH5M,33.877944,65.456254,
J0GEK,34.174046,71.448335,
TX1QR,25.108202,71.358112,
ODSEV,28.930795,61.766916,
KISDP,34.827524,62.963396,
Y3HTT,27.745797,65.698934,
QELGN,33.876117,65.194152,
RCGXK,30.588257,65.093475,
AYZX0,32.281414,60.752011,
1MJM2,35.552806,66.633408,
3PS30,28.805886,70.616003,
0Q5DV,28.593519,64.18947,
QWYZ6,27.448564,72.967703,
M2BBM,24.970384,63.404065,
7XJ1G,25.734095,71.833834,
6BNI3,24.496077,63.642826,
26MTW,25.494014,66.867286,
76GD2,31.916116,60.925256,
4VI58,26.293068,64.531906,
QK268,27.005094,73.391774,
FMKE1,30.318608,60.549664,
T78YO,33.718891,67.433015,
5HFXY,32.051533,68.248616,
IPXLI,31.192982,60.875889,
2HB1U,29.300089,67.800151,
HP57I,31.289745,69.82352,
S19SW,29.169454,62.583291,
9NEMW,25.951309,64.757137,
V2ED8,31.742244,62.952167,
L8T2J,24.64217,67.764666,
U185T,30.091967,68.310564,
54632,30.641519,64.014238,
INQ5A,24.66406,65.476871,
AC4DI,32.90047,75.466345,
7FM6W,30.217172,75.924467,
I3SRJ,34.079264,74.16683,
XOHO2,24.94666,70.97499,
H0WJS,32.576988,74.292201,
E2TDQ,26.631875,61.554888,
BB894,28.927632,64.378775,
YR2LV,30.937211,62.036472,
2DD8X,24.226331,69.77105,
XPWUG,26.789527,74.461137,
68NEF,36.034185,70.52814,
P7E4M,25.755349,61.346216,
C14QQ,32.187099,61.826491,
2WG3O,33.141468,69.595355,
8289K,26.855975,74.949059,
XW3Z7,24.739074,73.818795,
VJW24,27.26399,75.816044,
LLWYW,33.858727,74.302166,
NQ64O,29.429478,68.632563,
S7PV5,32.772298,73.329229,
YSS9F,36.713199,61.101619,
59CR2,28.626559,73.342999,
II73L,23.927025,64.47557,
9HZE9,36.452842,64.531808,
C1ZUM,33.329734,61.374592,
IICYI,31.810118,69.686496,
3NFMI,30.463863,75.100339,
J8B61,34.718076,64.643091,
QLJ8D,26.845521,65.824325,
N8LVW,30.874328,71.705879,
DRDKM,35.978981,62.767526,
VW1UA,35.774631,62.041432,
3IBOR,31.94372,70.963045,
80G19,26.025386,75.669816,
MVRQ7,23.843558,76.014141,
8STK6,27.066539,67.869413,
DMEA6,26.764129,77.10289,
5KY62,26.930339,68.505087,
6DEIC,35.397595,69.575054,
G2JSC,33.357136,60.878793,
3V38F,36.066213,77.412766,
75GLV,34.017371,67.536363,
S896L,35.415079,62.123683,
1BMZF,30.257237,68.782969,
OKW51,35.75051,68.298188,
JS6W0,31.647474,63.961272,
FQYEG,25.959253,68.708145,
3CP7X,25.407419,63.495238,
G0HCV,26.605187,63.511951,
Z948K,33.911273,71.507181,
VFHBB,27.321258,63.139397,
6583V,26.77882,68.541794,
R149B,29.478111,64.83137,
COGDY,36.754329,73.512353,
KX7YR,25.339727,62.81053,
IFA6P,34.478898,69.410078,
M6XDD,27.40359,73.686588,
YP9E9,27.570358,65.155728,
YCM8Y,30.771251,74.325336,
1N9E7,33.713512,64.206088,
P8WOG,29.061969,76.844335,
LAXSI,35.330261,75.576834,
QZG3O,27.039083,72.994464,
OFZ3S,27.24432,61.595772,
7JG34,31.01173,63.969373,
16QZT,24.528601,66.959098,
3IMU0,31.528688,75.016227,
5649N,32.61974,73.276622,
YNE5E,30.279753,62.819876,
P6CIG,31.224509,73.591517,
PZQJZ,27.90973,61.64422,
2LYV5,32.618749,71.882105,
4BQDQ,28.371365,67.904195,
T7YYT,35.880952,75.938545,
OT0GX,26.074623,73.042665,
3WIN6,29.327895,70.690182,
202FA,36.928025,75.798283,
AZZDQ,29.768447,61.41664,
2COTK,30.826198,75.954098,
3BOU3,34.452473,76.968958,
ENEZU,36.626578,73.388421,
36LQA,28.704815,68.500811,
P09EH,27.526836,68.427131,
X0WEN,31.516557,66.334896,
BBVJQ,25.60538,71.000993,
FRS1Y,23.62146,68.846236,
QDCLU,28.484482,75.538091,
66P49,29.574704,72.896574,
4LAN1,24.991435,60.84341,
E1G6X,33.135599,69.838181,
F9HJ2,29.412561,69.188974,
KNO96,35.173505,72.47754,
IZ8X9,36.118291,74.66496,
KOWMN,25.093527,63.128977,
DCSST,33.756297,67.014937,
N90E5,31.260907,64.149086,
HZQ01,28.540717,74.149353,
MSG3M,27.024039,63.336136,
RUCDQ,33.113416,66.423019,
TNHNW,30.05918,68.012692,
8EEVX,26.348008,77.132464,
EAVGR,36.403222,67.960221,
Z4C41,27.460856,74.681472,
13XBS,24.559453,71.680884,
J1T68,30.008614,69.615537,
SL86B,31.971722,69.219158,
4H2V9,29.563314,70.109148,
GIPMZ,28.574994,63.63687,
JF7WV,31.375803,75.840484,
5C2GF,26.866095,74.405494,
3C4I5,30.687414,64.439272,
0PLKO,33.015596,67.477743,
KP04W,25.370598,64.504575,
BT3Y1,36.59756,75.025819,
Z9CT7,25.599921,76.366751,
L99WO,36.108915,76.022257,
BLZAA,34.329663,72.139246,
7QX6B,33.146335,64.877923,
RXCBI,30.710158,62.705687,
96VR9,35.859222,69.835514,
L0550,33.595907,61.400742,
0218T,32.25536,74.886842,
TQUZL,25.243268,64.401503,
D7A26,31.65554,72.428981,
DAJXI,24.579885,70.816615,
15K0Q,26.176106,76.569373,
CC5IX,29.068168,73.478973,
DMGIO,23.721044,64.728666,
V319Q,35.546696,74.494268,
CU9EG,34.509219,71.406359,
GVUU3,25.571182,71.699816,
9DXAE,33.82538,61.543789,
LSK29,32.844401,62.706277,
26BQ0,24.121882,74.056978,
O6EDM,26.018261,64.698182,
EQDC9,23.694503,66.47504,
OZD39,30.959528,71.374944,
AXHK1,27.15546,60.938609,
N43LO,27.870118,65.007135,
M2WH0,35.759951,72.719244,
FQLW7,23.686791,68.967176,
VALMJ,30.141601,62.849461,
7JI8X,28.26373,63.628722,
5F5WA,32.667295,70.579913,
MR6IJ,29.358065,69.431875,
IHPLA,27.258397,72.719941,
7M6TF,30.383537,73.414143,
KYWOF,29.467205,76.604101,
V0N6I,29.635992,63.888242,
89P4W,33.018691,69.945592,
CVG69,25.281458,74.285918,
9SGBE,29.296484,71.645012,
JCE2Z,34.120523,67.8307,
5X0T9,26.204608,72.100773,
7WEH6,35.665727,63.864233,
F8HSM,26.921699,73.505006,
RYRYR,29.533269,64.617351,
GHZME,26.523629,62.049437,
WCV0S,25.425163,71.101427,
RCW7Y,27.075236,70.266156,
N68M9,25.615159,75.148189,
IPCLZ,27.863137,72.725963,
4NYGR,30.264815,65.162759,
A6DUE,30.416127,71.772453,
QQ26S,32.061887,71.748235,
K4HP0,33.993646,65.976453,
AYRWC,27.177879,66.992445,
3BSZN,29.667759,76.14375,
R1KJO,34.782728,69.869005,
S5MTF,28.935411,72.261366,
2WZTA,30.513153,69.453628,
FUYQX,24.790072,70.364853,
F9EUJ,36.876943,71.340631,
T89OT,34.925007,68.425927,
Z93ZX,24.705211,64.881639,
UEY72,33.749513,65.969153,
RQWEY,34.983497,70.672193,
RH9MV,31.678149,63.157773,
Y3127,30.946498,69.080133,
0VHR7,33.929383,61.748266,
TXRRX,24.795198,60.912784,
7WX8V,36.44874,75.352876,
SIOF1,28.439671,61.35858,
DQDSA,25.273396,72.661093,
94SSP,33.73591,75.850317,
K5HPN,23.518206,66.191874,
RIV57,25.106457,72.220842,
XV3DF,27.825243,66.779416,
DVU7W,35.402774,63.884355,
WIW5C,25.173909,75.867452,
IIBZD,30.331536,74.446243,
48JED,34.901092,71.32194,
U9NXW,26.883812,63.347961,
RSO1D,27.522544,73.123171,
2JPH9,26.378396,67.190518,
REHCZ,27.097477,62.993575,
06PCN,25.971184,72.827841,
ADVIT,28.058682,61.793011,
UOR1L,24.466615,74.515338,
H5IQB,30.314073,70.440038,
BWV2H,31.444351,74.705081,
09W48,36.272364,67.151933,
ISIP6,26.446725,62.565504,
3Y7KY,24.148783,73.941889,
INVIE,32.014053,72.042044,
EOCN1,27.738525,60.51596,
1SN0P,36.233676,69.281742,
56YVG,27.652767,61.916688,
P7KPS,26.229061,74.593674,
D2BI3,28.048156,73.970779,
WVDTN,24.339244,77.43182,
BHQQC,29.67634,76.299432,
37U2X,29.263959,77.285948,
F1RDW,27.548086,65.917235,
ZKVGR,36.695672,65.00342,
82D56,27.973462,77.305738,
FO8MN,31.406472,69.079339,
EECZC,26.450245,72.499058,
QH7T5,34.544841,63.531694,
8YDZR,31.995518,68.981838,
8ESKM,34.0527,67.996839,
0AM26,35.559766,69.11054,
WSBMH,36.504716,64.113187,
LCGXJ,36.185258,67.00716,
CPPVX,33.327091,63.130269,
RIFS7,35.773522,71.30391,
HDOBK,29.163529,66.36021,
0DSEF,33.296341,64.333213,
25F4L,35.864885,61.385639,
6DK1S,32.348779,63.543009,
CT4FF,33.86457,61.490984,
PFVBQ,36.250896,71.286242,
